updateDate,code,code_name
2015-03-09,sh.601336,新华保险
2015-03-09,sh.601377,兴业证券
2015-03-09,sh.601390,中国中铁
2015-03-09,sh.601398,工商银行
2015-03-09,sh.601555,东吴证券
2015-03-09,sh.601600,中国铝业
2015-03-09,sh.601601,中国太保
2015-03-09,sh.601607,上海医药
2015-03-09,sh.601618,中国中冶
2015-03-09,sh.601628,中国人寿
2015-03-09,sh.601633,长城汽车
2015-03-09,sh.601668,中国建筑
2015-03-09,sh.601669,中国电建
2015-03-09,sh.601688,华泰证券
2015-03-09,sh.601699,潞安环能
2015-03-09,sh.601727,上海电气
2015-03-09,sh.601766,中国中车
2015-03-09,sh.601800,中国交建
2015-03-09,sh.601808,中海油服
2015-03-09,sh.601818,光大银行
2015-03-09,sh.601857,中国石油
2015-03-09,sh.601866,中远海发
2015-03-09,sh.601888,中国国旅
2015-03-09,sh.601898,中煤能源
2015-03-09,sh.601899,紫金矿业
2015-03-09,sh.601901,方正证券
2015-03-09,sh.601928,凤凰传媒
2015-03-09,sh.601929,吉视传媒
2015-03-09,sh.601933,永辉超市
2015-03-09,sh.601939,建设银行
2015-03-09,sh.601958,金钼股份
2015-03-09,sh.601988,中国银行
2015-03-09,sh.601989,中国重工
2015-03-09,sh.601992,金隅集团
2015-03-09,sh.601998,中信银行
2015-03-09,sh.603000,人民网
2015-03-09,sh.603288,海天味业
2015-03-09,sh.603699,纽威股份
2015-03-09,sh.603993,洛阳钼业
2015-03-09,sz.000001,平安银行
2015-03-09,sz.000002,万科A
2015-03-09,sz.000009,中国宝安
2015-03-09,sz.000024,招商地产
2015-03-09,sz.000027,深圳能源
2015-03-09,sz.000039,中集集团
2015-03-09,sz.000060,中金岭南
2015-03-09,sz.000061,农产品
2015-03-09,sz.000063,中兴通讯
2015-03-09,sz.000069,华侨城A
2015-03-09,sz.000100,TCL集团
2015-03-09,sz.000156,华数传媒
2015-03-09,sz.000157,中联重科
2015-03-09,sz.000166,申万宏源
2015-03-09,sz.000333,美的集团
2015-03-09,sz.000338,潍柴动力
2015-03-09,sz.000400,许继电气
2015-03-09,sz.000401,冀东水泥
2015-03-09,sz.000402,金融街
2015-03-09,sz.000413,东旭光电
2015-03-09,sz.000423,东阿阿胶
2015-03-09,sz.000425,徐工机械
2015-03-09,sz.000503,国新健康
2015-03-09,sz.000536,华映科技
2015-03-09,sz.000538,云南白药
2015-03-09,sz.000559,万向钱潮
2015-03-09,sz.000568,泸州老窖
2015-03-09,sz.000581,威孚高科
2015-03-09,sz.000598,兴蓉环境
2015-03-09,sz.000623,吉林敖东
2015-03-09,sz.000625,长安汽车
2015-03-09,sz.000629,攀钢钒钛
2015-03-09,sz.000630,铜陵有色
2015-03-09,sz.000651,格力电器
2015-03-09,sz.000686,东北证券
2015-03-09,sz.000709,河钢股份
2015-03-09,sz.000725,京东方A
2015-03-09,sz.000728,国元证券
2015-03-09,sz.000729,燕京啤酒
2015-03-09,sz.000750,国海证券
2015-03-09,sz.000768,中航飞机
2015-03-09,sz.000776,广发证券
2015-03-09,sz.000778,新兴铸管
2015-03-09,sz.000783,长江证券
2015-03-09,sz.000792,盐湖股份
2015-03-09,sz.000793,华闻传媒
2015-03-09,sz.000800,一汽轿车
2015-03-09,sz.000825,太钢不锈
2015-03-09,sz.000826,启迪桑德
2015-03-09,sz.000831,五矿稀土
2015-03-09,sz.000839,中信国安
2015-03-09,sz.000858,五粮液
2015-03-09,sz.000869,张裕A
2015-03-09,sz.000876,新希望
2015-03-09,sz.000878,云南铜业
2015-03-09,sz.000883,湖北能源
2015-03-09,sz.000895,双汇发展
2015-03-09,sz.000898,鞍钢股份
2015-03-09,sz.000917,电广传媒
2015-03-09,sz.000937,冀中能源
2015-03-09,sz.000960,锡业股份
2015-03-09,sz.000963,华东医药
2015-03-09,sz.000970,中科三环
2015-03-09,sz.000983,西山煤电
2015-03-09,sz.000999,华润三九
2015-03-09,sz.002001,新和成
2015-03-09,sz.002007,华兰生物
2015-03-09,sz.002008,大族激光
2015-03-09,sz.002024,苏宁易购
2015-03-09,sz.002038,双鹭药业
2015-03-09,sz.002051,中工国际
2015-03-09,sz.002065,东华软件
2015-03-09,sz.002081,金螳螂
2015-03-09,sz.002129,中环股份
2015-03-09,sz.002142,宁波银行
2015-03-09,sz.002146,荣盛发展
2015-03-09,sz.002153,石基信息
2015-03-09,sz.002202,金风科技
2015-03-09,sz.002230,科大讯飞
2015-03-09,sz.002236,大华股份
2015-03-09,sz.002241,歌尔股份
2015-03-09,sz.002252,上海莱士
2015-03-09,sz.002292,奥飞娱乐
2015-03-09,sz.002294,信立泰
2015-03-09,sz.002304,洋河股份
2015-03-09,sz.002310,东方园林
2015-03-09,sz.002344,海宁皮城
2015-03-09,sz.002353,杰瑞股份
2015-03-09,sz.002375,亚厦股份
2015-03-09,sz.002385,大北农
2015-03-09,sz.002399,海普瑞
2015-03-09,sz.002400,省广集团
2015-03-09,sz.002410,广联达
2015-03-09,sz.002415,海康威视
2015-03-09,sz.002416,爱施德
2015-03-09,sz.002422,科伦药业
2015-03-09,sz.002429,兆驰股份
2015-03-09,sz.002450,康得新
2015-03-09,sz.002456,欧菲科技
2015-03-09,sz.002465,海格通信
2015-03-09,sz.002470,金正大
2015-03-09,sz.002475,立讯精密
2015-03-09,sz.002500,山西证券
2015-03-09,sz.002570,*ST因美
2015-03-09,sz.002594,比亚迪
2015-03-09,sz.002603,以岭药业
2015-03-09,sz.002653,海思科
2015-03-09,sz.002673,西部证券
2015-03-09,sz.300015,爱尔眼科
2015-03-09,sz.300017,网宿科技
2015-03-09,sz.300024,机器人
2015-03-09,sz.300027,华谊兄弟
2015-03-09,sz.300058,蓝色光标
2015-03-09,sz.300070,碧水源
2015-03-09,sz.300124,汇川技术
2015-03-09,sz.300133,华策影视
2015-03-09,sz.300146,汤臣倍健
2015-03-09,sz.300251,光线传媒
2015-10-12,sh.600000,浦发银行
2015-10-12,sh.600005,武钢股份
2015-10-12,sh.600008,首创股份
2015-10-12,sh.600009,上海机场
2015-10-12,sh.600010,包钢股份
2015-10-12,sh.600011,华能国际
2015-10-12,sh.600015,华夏银行
2015-10-12,sh.600016,民生银行
2015-10-12,sh.600018,上港集团
2015-10-12,sh.600019,宝钢股份
2015-10-12,sh.600023,浙能电力
2015-10-12,sh.600027,华电国际
2015-10-12,sh.600028,中国石化
2015-10-12,sh.600029,南方航空
2015-10-12,sh.600030,中信证券
2015-10-12,sh.600031,三一重工
2015-10-12,sh.600036,招商银行
2015-10-12,sh.600038,中直股份
2015-10-12,sh.600048,保利地产
2015-10-12,sh.600050,中国联通
2015-10-12,sh.600060,海信电器
2015-10-12,sh.600066,宇通客车
2015-10-12,sh.600068,葛洲坝
2015-10-12,sh.600085,同仁堂
2015-10-12,sh.600089,特变电工
2015-10-12,sh.600100,同方股份
2015-10-12,sh.600104,上汽集团
2015-10-12,sh.600108,亚盛集团
2015-10-12,sh.600109,国金证券
2015-10-12,sh.600111,北方稀土
2015-10-12,sh.600115,东方航空
2015-10-12,sh.600118,中国卫星
2015-10-12,sh.600150,*ST船舶
2015-10-12,sh.600153,建发股份
2015-10-12,sh.600157,永泰能源
2015-10-12,sh.600166,福田汽车
2015-10-12,sh.600170,上海建工
2015-10-12,sh.600177,雅戈尔
2015-10-12,sh.600188,兖州煤业
2015-10-12,sh.600196,复星医药
2015-10-12,sh.600208,新湖中宝
2015-10-12,sh.600221,海航控股
2015-10-12,sh.600252,中恒集团
2015-10-12,sh.600256,广汇能源
2015-10-12,sh.600271,航天信息
2015-10-12,sh.600276,恒瑞医药
2015-10-12,sh.600277,亿利洁能
2015-10-12,sh.600309,万华化学
2015-10-12,sh.600315,上海家化
2015-10-12,sh.600316,洪都航空
2015-10-12,sh.600317,营口港
2015-10-12,sh.600332,白云山
2015-10-12,sh.600340,华夏幸福
2015-10-12,sh.600348,阳泉煤业
2015-10-12,sh.600352,浙江龙盛
2015-10-12,sh.600362,江西铜业
2015-10-12,sh.600369,西南证券
2015-10-12,sh.600372,中航电子
2015-10-12,sh.600373,中文传媒
2015-10-12,sh.600383,金地集团
2015-10-12,sh.600398,海澜之家
2015-10-12,sh.600406,国电南瑞
2015-10-12,sh.600415,小商品城
2015-10-12,sh.600485,信威集团
2015-10-12,sh.600489,中金黄金
2015-10-12,sh.600497,驰宏锌锗
2015-10-12,sh.600516,方大炭素
2015-10-12,sh.600518,康美药业
2015-10-12,sh.600519,贵州茅台
2015-10-12,sh.600535,天士力
2015-10-12,sh.600547,山东黄金
2015-10-12,sh.600549,厦门钨业
2015-10-12,sh.600570,恒生电子
2015-10-12,sh.600578,京能电力
2015-10-12,sh.600583,海油工程
2015-10-12,sh.600585,海螺水泥
2015-10-12,sh.600588,用友网络
2015-10-12,sh.600597,光明乳业
2015-10-12,sh.600600,青岛啤酒
2015-10-12,sh.600633,浙数文化
2015-10-12,sh.600637,东方明珠
2015-10-12,sh.600642,申能股份
2015-10-12,sh.600648,外高桥
2015-10-12,sh.600649,城投控股
2015-10-12,sh.600660,福耀玻璃
2015-10-12,sh.600663,陆家嘴
2015-10-12,sh.600674,川投能源
2015-10-12,sh.600688,上海石化
2015-10-12,sh.600690,青岛海尔
2015-10-12,sh.600703,三安光电
2015-10-12,sh.600705,中航资本
2015-10-12,sh.600717,天津港
2015-10-12,sh.600718,东软集团
2015-10-12,sh.600739,辽宁成大
2015-10-12,sh.600741,华域汽车
2015-10-12,sh.600783,鲁信创投
2015-10-12,sh.600795,国电电力
2015-10-12,sh.600804,鹏博士
2015-10-12,sh.600809,山西汾酒
2015-10-12,sh.600827,百联股份
2015-10-12,sh.600837,海通证券
2015-10-12,sh.600839,四川长虹
2015-10-12,sh.600863,内蒙华电
2015-10-12,sh.600867,通化东宝
2015-10-12,sh.600873,梅花生物
2015-10-12,sh.600875,东方电气
2015-10-12,sh.600886,国投电力
2015-10-12,sh.600887,伊利股份
2015-10-12,sh.600893,航发动力
2015-10-12,sh.600900,长江电力
2015-10-12,sh.600958,东方证券
2015-10-12,sh.600998,九州通
2015-10-12,sh.600999,招商证券
2015-10-12,sh.601006,大秦铁路
2015-10-12,sh.601009,南京银行
2015-10-12,sh.601018,宁波港
2015-10-12,sh.601021,春秋航空
2015-10-12,sh.601088,中国神华
2015-10-12,sh.601098,中南传媒
2015-10-12,sh.601099,太平洋
2015-10-12,sh.601106,中国一重
2015-10-12,sh.601111,中国国航
2015-10-12,sh.601117,中国化学
2015-10-12,sh.601118,海南橡胶
2015-10-12,sh.601158,重庆水务
2015-10-12,sh.601166,兴业银行
2015-10-12,sh.601168,西部矿业
2015-10-12,sh.601169,北京银行
2015-10-12,sh.601179,中国西电
2015-10-12,sh.601186,中国铁建
2015-10-12,sh.601216,君正集团
2015-10-12,sh.601225,陕西煤业
2015-10-12,sh.601231,环旭电子
2015-10-12,sh.601258,庞大集团
2015-10-12,sh.601288,农业银行
2015-10-12,sh.601318,中国平安
2015-10-12,sh.601328,交通银行
2015-10-12,sh.601333,广深铁路
2015-10-12,sh.601336,新华保险
2015-10-12,sh.601377,兴业证券
2015-10-12,sh.601390,中国中铁
2015-10-12,sh.601398,工商银行
2015-10-12,sh.601555,东吴证券
2015-10-12,sh.601600,中国铝业
2015-10-12,sh.601601,中国太保
2015-10-12,sh.601607,上海医药
2015-10-12,sh.601618,中国中冶
2015-10-12,sh.601628,中国人寿
2015-10-12,sh.601633,长城汽车
2015-10-12,sh.601668,中国建筑
2015-10-12,sh.601669,中国电建
2015-10-12,sh.601688,华泰证券
2015-10-12,sh.601699,潞安环能
2015-10-12,sh.601727,上海电气
2015-10-12,sh.601766,中国中车
2015-10-12,sh.601788,光大证券
2015-10-12,sh.601800,中国交建
2015-10-12,sh.601808,中海油服
2015-10-12,sh.601818,光大银行
2015-10-12,sh.601857,中国石油
2015-10-12,sh.601866,中远海发
2015-10-12,sh.601888,中国国旅
2015-10-12,sh.601898,中煤能源
2015-10-12,sh.601899,紫金矿业
2015-10-12,sh.601901,方正证券
2015-10-12,sh.601919,中远海控
2015-10-12,sh.601928,凤凰传媒
2015-10-12,sh.601929,吉视传媒
2015-10-12,sh.601933,永辉超市
2015-10-12,sh.601939,建设银行
2015-10-12,sh.601958,金钼股份
2015-10-12,sh.601969,海南矿业
2015-10-12,sh.601988,中国银行
2015-10-12,sh.601989,中国重工
2015-10-12,sh.601991,大唐发电
2015-10-12,sh.601992,金隅集团
2015-10-12,sh.601998,中信银行
2015-10-12,sh.603000,人民网
2015-10-12,sh.603288,海天味业
2015-10-12,sh.603993,洛阳钼业
2015-10-12,sz.000001,平安银行
2015-10-12,sz.000002,万科A
2015-10-12,sz.000009,中国宝安
2015-10-12,sz.000024,招商地产
2015-10-12,sz.000027,深圳能源
2015-10-12,sz.000039,中集集团
2015-10-12,sz.000046,泛海控股
2015-10-12,sz.000060,中金岭南
2015-10-12,sz.000061,农产品
2015-10-12,sz.000063,中兴通讯
2015-10-12,sz.000069,华侨城A
2015-10-12,sz.000100,TCL集团
2015-10-12,sz.000156,华数传媒
2015-10-12,sz.000157,中联重科
2015-10-12,sz.000166,申万宏源
2015-10-12,sz.000333,美的集团
2015-10-12,sz.000338,潍柴动力
2015-10-12,sz.000400,许继电气
2015-10-12,sz.000402,金融街
2015-10-12,sz.000413,东旭光电
2015-10-12,sz.000423,东阿阿胶
2015-10-12,sz.000425,徐工机械
2015-10-12,sz.000503,国新健康
2015-10-12,sz.000538,云南白药
2015-10-12,sz.000539,粤电力A
2015-10-12,sz.000559,万向钱潮
2015-10-12,sz.000568,泸州老窖
2015-10-12,sz.000581,威孚高科
2015-10-12,sz.000598,兴蓉环境
2015-10-12,sz.000623,吉林敖东
2015-10-12,sz.000625,长安汽车
2015-10-12,sz.000629,攀钢钒钛
2015-10-12,sz.000630,铜陵有色
2015-10-12,sz.000651,格力电器
2015-10-12,sz.000686,东北证券
2015-10-12,sz.000709,河钢股份
2015-10-12,sz.000712,锦龙股份
2015-10-12,sz.000725,京东方A
2015-10-12,sz.000728,国元证券
2015-10-12,sz.000729,燕京啤酒
2015-10-12,sz.000738,航发控制
2015-10-12,sz.000750,国海证券
2015-10-12,sz.000768,中航飞机
2015-10-12,sz.000776,广发证券
2015-10-12,sz.000778,新兴铸管
2015-10-12,sz.000783,长江证券
2015-10-12,sz.000792,盐湖股份
2015-10-12,sz.000793,华闻传媒
2015-10-12,sz.000800,一汽轿车
2015-10-12,sz.000825,太钢不锈
2015-10-12,sz.000826,启迪桑德
2015-10-12,sz.000831,五矿稀土
2015-10-12,sz.000839,中信国安
2015-10-12,sz.000858,五粮液
2015-10-12,sz.000876,新希望
2015-10-12,sz.000878,云南铜业
2015-10-12,sz.000883,湖北能源
2015-10-12,sz.000895,双汇发展
2015-10-12,sz.000898,鞍钢股份
2015-10-12,sz.000917,电广传媒
2015-10-12,sz.000937,冀中能源
2015-10-12,sz.000960,锡业股份
2015-10-12,sz.000963,华东医药
2015-10-12,sz.000970,中科三环
2015-10-12,sz.000983,西山煤电
2015-10-12,sz.000999,华润三九
2015-10-12,sz.002001,新和成
2015-10-12,sz.002007,华兰生物
2015-10-12,sz.002008,大族激光
2015-10-12,sz.002024,苏宁易购
2015-10-12,sz.002038,双鹭药业
2015-10-12,sz.002051,中工国际
2015-10-12,sz.002065,东华软件
2015-10-12,sz.002081,金螳螂
2015-10-12,sz.002129,中环股份
2015-10-12,sz.002142,宁波银行
2015-10-12,sz.002146,荣盛发展
2015-10-12,sz.002153,石基信息
2015-10-12,sz.002202,金风科技
2015-10-12,sz.002230,科大讯飞
2015-10-12,sz.002236,大华股份
2015-10-12,sz.002241,歌尔股份
2015-10-12,sz.002252,上海莱士
2015-10-12,sz.002292,奥飞娱乐
2015-10-12,sz.002294,信立泰
2015-10-12,sz.002304,洋河股份
2015-10-12,sz.002310,东方园林
2015-10-12,sz.002344,海宁皮城
2015-10-12,sz.002353,杰瑞股份
2015-10-12,sz.002375,亚厦股份
2015-10-12,sz.002385,大北农
2015-10-12,sz.002399,海普瑞
2015-10-12,sz.002410,广联达
2015-10-12,sz.002415,海康威视
2015-10-12,sz.002422,科伦药业
2015-10-12,sz.002450,康得新
2015-10-12,sz.002456,欧菲科技
2015-10-12,sz.002465,海格通信
2015-10-12,sz.002470,金正大
2015-10-12,sz.002475,立讯精密
2015-10-12,sz.002500,山西证券
2015-10-12,sz.002570,*ST因美
2015-10-12,sz.002594,比亚迪
2015-10-12,sz.002653,海思科
2015-10-12,sz.002673,西部证券
2015-10-12,sz.002736,国信证券
2015-10-12,sz.300002,神州泰岳
2015-10-12,sz.300003,乐普医疗
2015-10-12,sz.300015,爱尔眼科
2015-10-12,sz.300017,网宿科技
2015-10-12,sz.300024,机器人
2015-10-12,sz.300027,华谊兄弟
2015-10-12,sz.300058,蓝色光标
2015-10-12,sz.300059,东方财富
2015-10-12,sz.300070,碧水源
2015-10-12,sz.300104,乐视网
2015-10-12,sz.300124,汇川技术
2015-10-12,sz.300133,华策影视
2015-10-12,sz.300146,汤臣倍健
2015-10-12,sz.300251,光线传媒
2016-03-14,sh.600000,浦发银行
2016-03-14,sh.600005,武钢股份
2016-03-14,sh.600008,首创股份
2016-03-14,sh.600009,上海机场
2016-03-14,sh.600010,包钢股份
2016-03-14,sh.600011,华能国际
2016-03-14,sh.600015,华夏银行
2016-03-14,sh.600016,民生银行
2016-03-14,sh.600018,上港集团
2016-03-14,sh.600019,宝钢股份
2016-03-14,sh.600021,上海电力
2016-03-14,sh.600023,浙能电力
2016-03-14,sh.600027,华电国际
2016-03-14,sh.600028,中国石化
2016-03-14,sh.600029,南方航空
2016-03-14,sh.600030,中信证券
2016-03-14,sh.600031,三一重工
2016-03-14,sh.600036,招商银行
2016-03-14,sh.600038,中直股份
2016-03-14,sh.600048,保利地产
2016-03-14,sh.600050,中国联通
2016-03-14,sh.600060,海信电器
2016-03-14,sh.600066,宇通客车
2016-03-14,sh.600068,葛洲坝
2016-03-14,sh.600085,同仁堂
2016-03-14,sh.600089,特变电工
2016-03-14,sh.600100,同方股份
2016-03-14,sh.600104,上汽集团
2016-03-14,sh.600109,国金证券
2016-03-14,sh.600111,北方稀土
2016-03-14,sh.600115,东方航空
2016-03-14,sh.600118,中国卫星
2016-03-14,sh.600150,*ST船舶
2016-03-14,sh.600153,建发股份
2016-03-14,sh.600157,永泰能源
2016-03-14,sh.600166,福田汽车
2016-03-14,sh.600170,上海建工
2016-03-14,sh.600177,雅戈尔
2016-03-14,sh.600188,兖州煤业
2016-03-14,sh.600196,复星医药
2016-03-14,sh.600208,新湖中宝
2016-03-14,sh.600221,海航控股
2016-03-14,sh.600252,中恒集团
2016-03-14,sh.600256,广汇能源
2016-03-14,sh.600271,航天信息
2016-03-14,sh.600276,恒瑞医药
2016-03-14,sh.600309,万华化学
2016-03-14,sh.600315,上海家化
2016-03-14,sh.600317,营口港
2016-03-14,sh.600332,白云山
2016-03-14,sh.600340,华夏幸福
2016-03-14,sh.600350,山东高速
2016-03-14,sh.600352,浙江龙盛
2016-03-14,sh.600362,江西铜业
2016-03-14,sh.600369,西南证券
2016-03-14,sh.600372,中航电子
2016-03-14,sh.600373,中文传媒
2016-03-14,sh.600383,金地集团
2016-03-14,sh.600398,海澜之家
2016-03-14,sh.600406,国电南瑞
2016-03-14,sh.600415,小商品城
2016-03-14,sh.600485,信威集团
2016-03-14,sh.600489,中金黄金
2016-03-14,sh.600518,康美药业
2016-03-14,sh.600519,贵州茅台
2016-03-14,sh.600535,天士力
2016-03-14,sh.600547,山东黄金
2016-03-14,sh.600549,厦门钨业
2016-03-14,sh.600570,恒生电子
2016-03-14,sh.600578,京能电力
2016-03-14,sh.600583,海油工程
2016-03-14,sh.600585,海螺水泥
2016-03-14,sh.600588,用友网络
2016-03-14,sh.600600,青岛啤酒
2016-03-14,sh.600633,浙数文化
2016-03-14,sh.600637,东方明珠
2016-03-14,sh.600642,申能股份
2016-03-14,sh.600648,外高桥
2016-03-14,sh.600649,城投控股
2016-03-14,sh.600660,福耀玻璃
2016-03-14,sh.600663,陆家嘴
2016-03-14,sh.600674,川投能源
2016-03-14,sh.600688,上海石化
2016-03-14,sh.600690,青岛海尔
2016-03-14,sh.600703,三安光电
2016-03-14,sh.600705,中航资本
2016-03-14,sh.600717,天津港
2016-03-14,sh.600718,东软集团
2016-03-14,sh.600739,辽宁成大
2016-03-14,sh.600741,华域汽车
2016-03-14,sh.600783,鲁信创投
2016-03-14,sh.600795,国电电力
2016-03-14,sh.600804,鹏博士
2016-03-14,sh.600820,隧道股份
2016-03-14,sh.600827,百联股份
2016-03-14,sh.600837,海通证券
2016-03-14,sh.600839,四川长虹
2016-03-14,sh.600863,内蒙华电
2016-03-14,sh.600867,通化东宝
2016-03-14,sh.600873,梅花生物
2016-03-14,sh.600875,东方电气
2016-03-14,sh.600886,国投电力
2016-03-14,sh.600887,伊利股份
2016-03-14,sh.600893,航发动力
2016-03-14,sh.600895,张江高科
2016-03-14,sh.600900,长江电力
2016-03-14,sh.600958,东方证券
2016-03-14,sh.600959,江苏有线
2016-03-14,sh.600998,九州通
2016-03-14,sh.600999,招商证券
2016-03-14,sh.601006,大秦铁路
2016-03-14,sh.601009,南京银行
2016-03-14,sh.601016,节能风电
2016-03-14,sh.601018,宁波港
2016-03-14,sh.601021,春秋航空
2016-03-14,sh.601088,中国神华
2016-03-14,sh.601098,中南传媒
2016-03-14,sh.601099,太平洋
2016-03-14,sh.601106,中国一重
2016-03-14,sh.601111,中国国航
2016-03-14,sh.601117,中国化学
2016-03-14,sh.601118,海南橡胶
2016-03-14,sh.601158,重庆水务
2016-03-14,sh.601166,兴业银行
2016-03-14,sh.601169,北京银行
2016-03-14,sh.601179,中国西电
2016-03-14,sh.601186,中国铁建
2016-03-14,sh.601198,东兴证券
2016-03-14,sh.601211,国泰君安
2016-03-14,sh.601216,君正集团
2016-03-14,sh.601225,陕西煤业
2016-03-14,sh.601231,环旭电子
2016-03-14,sh.601238,广汽集团
2016-03-14,sh.601258,庞大集团
2016-03-14,sh.601288,农业银行
2016-03-14,sh.601318,中国平安
2016-03-14,sh.601328,交通银行
2016-03-14,sh.601333,广深铁路
